train_episode,train_steps,stage,env
47731,171211,7,7
47732,171506,7,7
47733,172408,7,7
47734,172646,7,7
47735,173548,7,7
47736,174352,7,7
47737,175254,7,7
47738,176156,7,7
47739,176960,7,7
47740,177862,7,7
47741,178764,7,7
47742,178934,7,7
47743,179836,7,7
47744,180075,7,7
47745,180879,7,7
47746,181077,7,7
47747,181781,7,7
47748,182683,7,7
47749,182903,7,7
47750,183805,7,7
47751,183982,7,7
47752,184884,7,7
47753,185059,7,7
47754,185257,7,7
47755,185434,7,7
47756,185676,7,7
47757,186578,7,7
47758,187480,7,7
47759,187829,7,7
47760,188066,7,7
47761,188770,7,7
47762,189063,7,7
47763,189767,7,7
47764,189982,7,7
47765,190151,7,7
47766,191053,7,7
47767,191857,7,7
47768,192045,7,7
47769,192265,7,7
47770,193069,7,7
47771,193773,7,7
47772,194577,7,7
47773,195479,7,7
47774,196283,7,7
47775,196457,7,7
47776,196736,7,7
47777,196939,7,7
47778,197074,7,7
47779,197221,7,7
47780,197442,7,7
47781,198344,7,7
47782,199148,7,7
47783,199852,7,7
47784,200000,7,7
47785,200286,7,7
47786,200571,7,7
47787,201375,7,7
47788,202277,7,7
47789,202480,7,7
47790,203382,7,7
47791,203544,7,7
47792,203838,7,7
47793,204105,7,7
47794,205007,7,7
47795,205811,7,7
47796,206713,7,7
47797,206916,7,7
47798,207067,7,7
47799,207969,7,7
47800,208871,7,7
47801,209773,7,7
47802,209993,7,7
47803,210177,7,7
47804,210981,7,7
47805,211883,7,7
47806,212687,7,7
47807,212857,7,7
47808,213561,7,7
47809,213760,7,7
47810,214464,7,7
47811,214688,7,7
47812,215028,7,7
47813,215182,7,7
47814,215986,7,7
47815,216304,7,7
47816,216541,7,7
47817,217443,7,7
47818,218345,7,7
47819,218649,7,7
47820,218871,7,7
47821,219116,8,8
47822,219397,8,8
47823,219642,7,7
47824,219835,8,8
47825,220763,8,8
47826,221691,8,8
47827,222593,8,8
47828,223521,8,8
47829,224449,8,8
47830,224708,8,8
47831,225512,8,8
47832,226440,8,8
47833,227244,8,8
47834,228146,8,8
47835,229048,8,8
47836,229950,8,8
47837,230261,8,8
47838,230530,8,8
47839,231432,8,8
47840,231631,8,8
47841,231877,8,8
47842,232036,8,8
47843,232225,8,8
47844,232432,8,8
47845,233236,8,8
47846,233460,8,8
47847,234388,8,8
47848,234626,8,8
47849,235554,8,8
47850,235842,8,8
47851,236770,8,8
47852,237019,8,8
47853,237921,8,8
47854,238725,8,8
47855,238954,8,8
47856,239144,8,8
47857,239399,8,8
47858,239654,8,8
47859,240582,8,8
47860,240798,8,8
47861,241602,8,8
47862,241871,8,8
47863,242105,8,8
47864,242359,8,8
47865,243261,8,8
47866,244065,8,8
47867,244421,8,8
47868,245323,8,8
47869,245570,8,8
47870,246374,8,8
47871,246630,8,8
47872,246921,8,8
47873,247179,8,8
47874,247983,8,8
47875,248911,8,8
47876,249245,8,8
47877,250049,8,8
47878,250853,8,8
47879,251657,8,8
47880,252461,8,8
47881,252752,8,8
47882,253040,8,8
47883,253844,8,8
47884,254101,8,8
47885,255003,8,8
47886,255905,8,8
47887,256266,8,8
47888,256468,8,8
47889,256731,8,8
47890,256983,8,8
47891,257885,8,8
47892,258813,8,8
47893,259141,8,8
47894,259945,8,8
47895,260317,8,8
47896,260588,8,8
47897,260948,8,8
47898,261167,8,8
47899,262095,8,8
47900,262997,8,8
47901,263244,8,8
47902,264172,8,8
47903,265100,8,8
47904,266002,8,8
47905,266275,8,8
47906,267177,8,8
47907,267434,8,8
47908,268362,8,8
47909,269290,8,8
47910,270094,8,8
47911,270996,8,8
47912,271212,8,8
47913,271456,8,8
47914,272358,8,8
47915,273162,8,8
47916,274090,8,8
47917,274294,8,8
47918,275098,8,8
47919,275902,8,8
47920,276191,8,8
47921,276447,8,8
47922,276697,8,8
47923,277146,8,8
47924,278074,8,8
47925,278302,8,8
47926,279204,8,8
47927,279528,8,8
47928,280430,8,8
47929,280792,8,8
47930,281070,8,8
47931,281972,8,8
47932,282900,8,8
47933,283704,8,8
47934,284606,8,8
47935,284871,8,8
47936,285096,8,8
47937,286024,8,8
47938,286926,8,8
47939,287828,8,8
47940,288632,8,8
47941,288885,8,8
47942,289787,8,8
47943,290591,8,8
47944,291519,8,8
47945,292421,8,8
47946,292653,8,8
47947,293457,8,8
47948,293812,8,8
47949,294740,8,8
47950,295544,8,8
47951,295766,8,8
47952,295935,8,8
47953,296207,8,8
47954,296545,8,8
47955,297447,8,8
47956,298375,8,8
47957,299303,8,8
47958,300205,8,8
47959,301009,8,8
47960,301270,8,8
47961,301558,8,8
47962,301747,8,8
47963,302016,8,8
47964,302820,8,8
47965,303722,8,8
47966,304036,8,8
47967,304313,8,8
47968,304507,8,8
47969,304789,8,8
47970,305034,8,8
47971,305266,8,8
47972,305514,8,8
47973,306442,8,8
47974,307344,8,8
47975,308272,8,8
47976,308512,8,8
47977,309440,8,8
47978,310342,8,8
47979,310601,8,8
47980,311503,8,8
47981,312405,8,8
47982,312927,8,8
47983,313161,8,8
47984,314089,8,8
47985,314339,8,8
47986,314566,8,8
47987,315370,8,8
47988,315616,8,8
47989,315857,8,8
47990,316141,8,8
47991,316419,8,8
47992,316693,8,8
47993,317045,8,8
47994,317313,8,8
47995,318241,8,8
47996,318527,8,8
47997,318794,8,8
47998,319696,8,8
47999,320500,8,8
48000,321304,8,8
48001,321484,8,8
48002,322412,8,8
48003,322659,8,8
48004,323561,8,8
48005,323750,8,8
48006,324025,8,8
48007,324286,8,8
48008,324639,8,8
48009,325567,8,8
48010,325937,8,8
48011,326170,8,8
48012,327098,8,8
48013,327383,8,8
48014,328285,8,8
48015,328559,8,8
48016,328844,8,8
48017,329043,8,8
48018,329945,8,8
48019,330125,8,8
48020,330929,8,8
48021,331098,8,8
48022,332000,8,8
48023,332804,8,8
48024,333032,8,8
48025,333836,8,8
48026,334064,8,8
48027,334992,8,8
48028,335796,8,8
48029,336724,8,8
48030,337652,8,8
48031,337858,8,8
48032,338118,8,8
48033,338407,8,8
48034,339335,8,8
48035,340237,8,8
48036,341041,8,8
48037,341845,8,8
48038,342747,8,8
48039,343675,8,8
48040,343941,8,8
48041,344208,8,8
48042,344460,8,8
48043,344800,8,8
48044,345066,8,8
48045,345968,8,8
48046,346227,8,8
48047,347155,8,8
48048,347450,8,8
48049,348378,8,8
48050,348670,8,8
48051,348901,8,8
48052,349803,8,8
48053,350040,8,8
48054,350334,8,8
48055,350527,8,8
48056,351429,8,8
48057,352331,8,8
48058,353233,8,8
48059,354135,8,8
48060,355037,8,8
48061,355939,8,8
48062,356867,8,8
48063,357795,8,8
48064,358002,8,8
48065,358250,8,8
48066,358494,8,8
48067,359422,8,8
48068,360226,8,8
48069,361128,8,8
48070,362030,8,8
48071,362834,8,8
48072,363762,8,8
48073,364566,8,8
48074,365468,8,8
48075,365715,8,8
48076,366519,8,8
48077,366749,8,8
48078,367028,8,8
48079,367832,8,8
48080,368058,8,8
48081,368277,8,8
48082,369081,8,8
48083,369885,8,8
48084,370167,8,8
48085,370400,8,8
48086,370597,8,8
48087,371525,8,8
48088,372329,8,8
48089,373231,8,8
48090,373464,8,8
48091,373675,8,8
48092,373942,8,8
48093,374844,8,8
48094,375746,8,8
48095,375931,8,8
48096,376154,8,8
48097,377056,8,8
48098,377860,8,8
48099,378664,8,8
48100,379015,8,8
47501,47642,7,7
47502,48446,7,7
47503,49348,7,7
47504,50250,7,7
47505,51152,7,7
47506,51344,7,7
47507,52246,7,7
47508,53050,7,7
47509,53233,7,7
47510,54135,7,7
47511,54939,7,7
47512,55841,7,7
47513,56645,7,7
47514,57547,7,7
47515,58449,7,7
47516,59153,7,7
47517,60055,7,7
47518,60859,7,7
47519,61070,7,7
47520,61874,7,7
47521,62776,7,7
47522,62955,7,7
47523,63857,7,7
47524,64561,7,7
47525,64756,7,7
47526,65005,7,7
47527,65907,7,7
47528,66158,7,7
47529,66416,7,7
47530,66633,7,7
47531,66821,7,7
47532,67723,7,7
47533,67972,7,7
47534,68676,7,7
47535,69578,7,7
47536,69852,7,7
47537,70126,7,7
47538,70304,7,7
47539,71008,7,7
47540,71323,7,7
47541,72127,7,7
47542,72323,7,7
47543,72623,7,7
47544,73525,7,7
47545,74427,7,7
47546,75131,7,7
47547,75298,7,7
47548,75609,7,7
47549,76413,7,7
47550,77315,7,7
47551,78217,7,7
47552,78394,7,7
47553,78676,7,7
47554,78819,7,7
47555,78976,7,7
47556,79162,7,7
47557,80064,7,7
47558,80230,7,7
47559,80466,7,7
47560,80738,7,7
47561,80957,7,7
47562,81197,7,7
47563,82099,7,7
47564,82382,7,7
47565,83284,7,7
47566,83592,7,7
47567,84396,7,7
47568,84621,7,7
47569,84905,7,7
47570,85144,7,7
47571,85848,7,7
47572,86750,7,7
47573,86996,7,7
47574,87898,7,7
47575,88120,7,7
47576,88323,7,7
47577,88476,7,7
47578,88711,7,7
47579,89415,7,7
47580,89590,7,7
47581,90492,7,7
47582,90730,7,7
47583,91055,7,7
47584,91316,7,7
47585,91528,7,7
47586,91864,7,7
47587,92513,7,7
47588,93317,7,7
47589,94021,7,7
47590,94923,7,7
47591,95825,7,7
47592,96087,7,7
47593,96299,7,7
47594,96487,7,7
47595,97389,7,7
47596,98193,7,7
47597,99095,7,7
47598,99899,7,7
47599,100603,7,7
47600,101407,7,7
47601,101585,7,7
47602,102487,7,7
47603,103389,7,7
47604,103590,7,7
47605,104394,7,7
47606,105098,7,7
47607,105802,7,7
47608,106704,7,7
47609,107408,7,7
47610,107681,7,7
47611,108583,7,7
47612,108838,7,7
47613,109740,7,7
47614,110544,7,7
47615,110768,7,7
47616,111670,7,7
47617,112572,7,7
47618,112800,7,7
47619,113604,7,7
47620,114506,7,7
47621,115310,7,7
47622,116212,7,7
47623,117114,7,7
47624,117918,7,7
47625,118107,7,7
47626,118911,7,7
47627,119269,7,7
47628,119547,7,7
47629,120351,7,7
47630,120558,7,7
47631,120778,7,7
47632,121064,7,7
47633,121303,7,7
47634,121457,7,7
47635,121641,7,7
47636,121795,7,7
47637,121950,7,7
47638,122136,7,7
47639,122363,7,7
47640,122607,7,7
47641,122855,7,7
47642,123559,7,7
47643,123761,8,8
47644,124663,7,7
47645,125565,8,8
47646,125809,8,8
47647,126101,8,8
47648,126373,8,8
47649,127275,7,7
47650,127486,8,8
47651,127815,8,8
47652,128054,8,8
47653,128956,8,8
47654,129250,8,8
47655,130178,8,8
47656,130365,8,8
47657,131169,8,8
47658,131417,8,8
47659,132319,8,8
47660,133247,8,8
47661,133485,8,8
47662,134387,8,8
47663,135191,8,8
47664,135413,8,8
47665,136217,8,8
47666,136487,8,8
47667,137291,8,8
47668,137543,8,8
47669,137848,8,8
47670,138065,8,8
47671,138869,8,8
47672,139673,8,8
47673,140002,8,8
47674,140220,8,8
47675,141122,8,8
47676,141372,8,8
47677,142274,8,8
47678,142465,8,8
47679,143269,8,8
47680,144171,8,8
47681,144428,8,8
47682,144653,8,8
47683,145581,8,8
47684,146385,8,8
47685,147287,8,8
47686,148189,8,8
47687,148993,8,8
47688,149221,8,8
47689,149455,8,8
47690,150259,8,8
47691,150400,8,8
47692,150601,8,8
47693,151405,8,8
47694,151653,8,8
47695,151873,8,8
47696,152060,8,8
47697,152339,8,8
47698,152674,8,8
47699,153478,8,8
47700,154406,8,8
47701,154659,8,8
47702,155561,8,8
47703,156365,8,8
47704,157293,8,8
47705,157577,8,8
47706,158381,8,8
47707,159309,8,8
47708,159566,8,8
47709,160370,8,8
47710,161272,8,8
47711,161532,8,8
47712,161715,8,8
47713,162617,8,8
47714,163002,8,8
47715,163806,8,8
47716,164708,8,8
47717,165610,8,8
47718,166512,8,8
47719,167316,8,8
47720,168218,8,8
47721,168572,8,8
47722,169474,8,8
47723,169684,8,8
47724,170586,8,8
47725,171390,8,8
47726,172292,8,8
47727,173220,8,8
47728,174122,8,8
47729,174414,8,8
47730,174624,8,8
47731,175526,8,8
47732,175790,8,8
47733,176594,8,8
47734,177496,8,8
47735,178300,8,8
47736,179202,8,8
47737,180130,8,8
47738,181058,8,8
47739,181392,8,8
47740,182320,8,8
47741,182549,8,8
47742,183451,8,8
47743,184255,8,8
47744,185059,8,8
47745,185225,8,8
47746,186029,8,8
47747,186957,8,8
47748,187761,8,8
47749,188663,8,8
47750,189565,8,8
47751,190467,8,8
47752,191271,8,8
47753,191473,8,8
47754,191738,8,8
47755,192542,8,8
47756,192775,8,8
47757,193158,8,8
47758,193962,8,8
47759,194133,8,8
47760,195035,8,8
47761,195295,8,8
47762,195584,8,8
47763,195821,8,8
47764,196625,8,8
47765,197429,8,8
47766,198233,8,8
47767,199037,8,8
47768,199452,8,8
47769,199745,8,8
47770,199986,8,8
47771,200914,8,8
47772,201133,8,8
47773,201937,8,8
47774,202865,8,8
47775,203767,8,8
47776,204571,8,8
47777,205375,8,8
47778,206303,8,8
47779,206498,8,8
47780,206712,8,8
47781,207516,8,8
47782,208418,8,8
47783,208686,8,8
47784,209025,8,8
47785,209270,8,8
47786,210172,8,8
47787,210424,8,8
47788,210744,8,8
47789,211548,8,8
47790,212450,8,8
47791,212777,8,8
47792,213048,8,8
47793,213976,8,8
47794,214780,8,8
47795,215154,8,8
47796,215412,8,8
47797,216314,8,8
47798,216500,8,8
47799,217402,8,8
47800,218304,8,8
47801,218645,8,8
47802,219449,8,8
47803,219800,8,8
47804,220604,8,8
47805,220870,8,8
47806,221674,8,8
47807,221938,8,8
47808,222742,8,8
47809,222935,8,8
47810,223194,8,8
47811,223998,8,8
47812,224361,8,8
47813,224516,8,8
47814,225320,8,8
47815,225541,8,8
47816,225786,8,8
47817,226688,8,8
47818,227590,8,8
47819,228394,8,8
47820,229296,8,8
47821,229539,8,8
47822,229755,8,8
47823,230683,8,8
47824,231585,8,8
47825,232487,8,8
47826,233389,8,8
47827,234291,8,8
47828,235095,8,8
47829,236023,8,8
47830,236254,8,8
47831,237058,8,8
47832,237270,8,8
47833,237532,8,8
47834,238434,8,8
47835,239336,8,8
47836,239623,8,8
47837,239893,8,8
47838,240795,8,8
47839,240989,8,8
47840,241891,8,8
47841,242141,8,8
47842,242377,8,8
47843,243279,8,8
47844,244181,8,8
47845,245109,8,8
47846,245413,8,8
47847,246341,8,8
47848,246599,8,8
47849,247403,8,8
47850,247691,8,8
47851,247887,8,8
47852,248815,8,8
47853,249743,8,8
47854,249954,8,8
47855,250758,8,8
47856,251018,8,8
47857,251334,8,8
47858,251642,8,8
47859,251858,8,8
47860,252219,8,8
47861,252558,8,8
47862,252756,8,8
47863,253684,8,8
47864,253955,8,8
47865,254214,8,8
47866,254464,8,8
47867,255366,8,8
47868,255548,8,8
47869,255840,8,8
47870,256768,8,8
47871,257696,8,8
47872,258598,8,8
47873,259402,8,8
47874,260304,8,8
47875,261108,8,8
47876,261344,8,8
47877,262246,8,8
47878,262489,8,8
47879,262671,8,8
47880,262861,8,8
47881,263665,8,8
47882,263874,8,8
47883,264776,8,8
47884,265028,8,8
47885,265930,8,8
47886,266832,8,8
47887,267636,8,8
47888,268538,8,8
47889,269440,8,8
47890,269651,8,8
47891,270455,8,8
47892,270717,8,8
47893,270929,8,8
47894,271162,8,8
47895,272064,8,8
47896,272294,8,8
47897,272582,8,8
47898,273386,8,8
47899,274314,8,8
47900,275118,8,8
47901,276020,8,8
47902,276824,8,8
47903,277097,8,8
47904,277999,8,8
47905,278313,8,8
47906,278554,8,8
47907,279482,8,8
47908,279711,8,8
47909,279984,8,8
47910,280211,8,8
47911,280469,8,8
47912,281397,8,8
47913,282201,8,8
47914,282434,8,8
47915,283238,8,8
47916,283466,8,8
47917,284270,8,8
47918,284500,8,8
47919,285304,8,8
47920,285495,8,8
47921,285707,8,8
47922,286005,8,8
47923,286809,8,8
47924,287711,8,8
47925,288639,8,8
47926,288939,8,8
47927,289841,8,8
47928,290645,8,8
47929,290900,8,8
47930,291139,8,8
47931,291943,8,8
47932,292871,8,8
47933,293773,8,8
47934,294675,8,8
47935,295479,8,8
47936,295752,8,8
47937,296654,8,8
47938,296847,8,8
47939,297070,8,8
47940,297327,8,8
47941,298131,8,8
47942,298543,8,8
47943,299347,8,8
47944,299569,8,8
47945,300471,8,8
47946,301399,8,8
47947,302203,8,8
47948,303007,8,8
47949,303909,8,8
47950,304713,8,8
47951,305641,8,8
47952,306543,8,8
47953,307471,8,8
47954,308399,8,8
47955,308664,8,8
47956,308991,8,8
47957,309919,8,8
47958,310211,8,8
47959,311113,8,8
47960,311917,8,8
47961,312721,8,8
47962,313525,8,8
47963,314329,8,8
47964,315133,8,8
47965,315851,8,8
47966,316779,8,8
47967,317008,8,8
47968,317910,8,8
47969,318200,8,8
47970,319102,8,8
47971,320004,8,8
47972,320808,8,8
47973,320992,8,8
47974,321796,8,8
47975,322724,8,8
47976,323021,8,8
47977,323240,8,8
47978,323484,8,8
47979,323711,8,8
47980,323960,8,8
47981,324244,8,8
47982,324601,8,8
47983,325503,8,8
47984,325747,8,8
47985,326649,8,8
47986,327453,8,8
47987,327764,8,8
47988,328568,8,8
47989,328807,8,8
47990,329735,8,8
47991,330539,8,8
47992,331343,8,8
47993,331574,8,8
47994,332476,8,8
47995,333280,8,8
47996,333507,8,8
47997,334435,8,8
47998,334648,8,8
47999,335023,8,8
48000,335951,8,8
48001,336252,8,8
48002,336559,8,8
48003,337461,8,8
48004,337904,8,8
48005,338806,8,8
48006,339708,8,8
48007,340015,8,8
48008,340819,8,8
48009,341034,8,8
48010,341936,8,8
48011,342740,8,8
48012,343668,8,8
48013,343956,8,8
48014,344858,8,8
48015,345760,8,8
48016,346662,8,8
48017,347466,8,8
48018,348270,8,8
48019,349074,8,8
48020,349976,8,8
48021,350780,8,8
48022,351708,8,8
48023,352512,8,8
48024,353316,8,8
48025,354120,8,8
48026,355022,8,8
48027,355518,8,8
48028,355797,8,8
48029,356601,8,8
48030,357529,8,8
48031,357895,8,8
48032,358699,8,8
48033,359601,8,8
48034,359848,8,8
48035,360652,8,8
48036,361554,8,8
48037,361764,8,8
48038,362025,8,8
48039,362927,8,8
48040,363147,8,8
48041,364049,8,8
48042,364951,8,8
48043,365879,8,8
48044,366781,8,8
48045,367709,8,8
48046,368513,8,8
48047,369317,8,8
48048,370219,8,8
48049,371023,8,8
48050,371925,8,8
48051,372729,8,8
48052,373533,8,8
48053,373765,8,8
48054,374070,8,8
48055,374874,8,8
48056,375138,8,8
48057,376066,8,8
48058,376316,8,8
48059,377218,8,8
48060,378120,8,8
48061,379048,8,8
48062,379950,8,8
48063,380878,8,8
48064,381167,8,8
48065,381393,8,8
48066,381597,8,8
48067,381880,8,8
48068,382140,8,8
48069,382379,8,8
48070,382677,8,8
48071,383041,8,8
48072,383969,8,8
48073,384897,8,8
48074,385701,8,8
48075,386505,8,8
48076,387433,8,8
48077,387725,8,8
48078,388627,8,8
48079,389431,8,8
48080,389607,8,8
48081,390095,8,8
48082,390899,8,8
48083,391101,8,8
48084,391364,8,8
48085,391540,8,8
48086,391767,8,8
48087,392041,8,8
48088,392943,8,8
48089,393171,8,8
48090,393375,8,8
48091,394303,8,8
48092,394632,8,8
48093,395534,8,8
48094,396462,8,8
48095,397390,8,8
48096,397579,8,8
48097,397811,8,8
48098,398167,8,8
48099,398431,8,8
48100,398642,8,8
48101,398931,8,8
48102,399735,8,8
48103,400019,8,8
48104,400823,8,8
48105,401725,8,8
48106,401979,8,8
48107,402156,8,8
48108,402381,8,8
48109,403309,8,8
48110,404211,8,8
48111,405113,8,8
48112,406015,8,8
48113,406338,8,8
48114,407240,8,8
48115,407491,8,8
48116,407794,8,8
48117,408085,8,8
48118,408391,8,8
48119,408653,8,8
48120,408895,8,8
48121,409157,8,8
48122,409961,8,8
48123,410765,8,8
48124,410988,8,8
48125,411198,8,8
48126,411360,8,8
48127,412164,8,8
48128,413066,8,8
48129,413287,8,8
48130,414215,8,8
48131,415117,8,8
48132,415405,8,8
48133,416307,8,8
48134,416546,8,8
48135,416761,8,8
48136,417565,8,8
48137,417793,8,8
48138,418259,8,8
48139,419063,8,8
48140,419603,8,8
48141,420505,8,8
48142,421309,8,8
48143,421491,8,8
48144,422393,8,8
48145,422671,8,8
48146,423475,8,8
48147,423725,8,8
48148,424653,8,8
48149,425581,8,8
48150,426385,8,8
48151,426622,8,8
48152,426914,8,8
48153,427842,8,8
48154,428032,8,8
48155,428836,8,8
48156,429738,8,8
48157,429961,8,8
48158,430765,8,8
48159,431667,8,8
48160,432569,8,8
48161,432965,8,8
48162,433225,8,8
48163,434127,8,8
48164,434931,8,8
48165,435833,8,8
48166,436076,8,8
48167,436880,8,8
48168,437808,8,8
48169,438736,8,8
48170,439664,8,8
48171,440566,8,8
48172,440842,8,8
48173,441029,8,8
48174,441931,8,8
48175,442164,8,8
48176,442463,8,8
48177,443267,8,8
48178,444071,8,8
48179,444312,8,8
48180,444527,8,8
48181,445429,8,8
48182,446331,8,8
48183,447135,8,8
48184,447939,8,8
48185,448867,8,8
48186,449769,8,8
48187,449982,8,8
48188,450884,8,8
48189,451132,8,8
48190,451321,8,8
48191,452223,8,8
48192,453125,8,8
48193,453367,8,8
48194,453674,8,8
48195,453890,8,8
48196,454099,8,8
48197,454325,8,8
48198,455129,8,8
48199,455347,8,8
48200,456151,8,8
48201,456386,8,8
48202,456666,8,8
48203,456852,8,8
48204,457116,8,8
48205,457323,8,8
48206,458225,8,8
48207,459029,8,8
48208,459931,8,8
48209,460124,8,8
48210,461026,8,8
48211,461219,8,8
48212,462147,8,8
48213,462951,8,8
48214,463223,8,8
48215,464151,8,8
48216,464383,8,8
48217,465285,8,8
48218,465537,8,8
48219,466341,8,8
48220,467145,8,8
48221,467390,8,8
48222,468318,8,8
48223,468586,8,8
48224,468811,8,8
48225,469010,8,8
48226,469814,8,8
48227,470072,8,8
48228,470350,8,8
48229,471278,8,8
48230,472082,8,8
48231,472984,8,8
48232,473788,8,8
48233,474716,8,8
48234,475644,8,8
48235,476448,8,8
48236,477252,8,8
48237,478154,8,8
48238,479082,8,8
48239,479289,8,8
48240,480217,8,8
48241,480409,8,8
48242,480636,8,8
48243,480841,8,8
48244,481142,8,8
48245,481371,8,8
48246,481577,8,8
48247,481890,8,8
48248,482080,8,8
48249,482306,8,8
48250,483208,8,8
48251,484136,8,8
48252,485038,8,8
48253,485842,8,8
48254,486770,8,8
48255,486977,8,8
48256,487905,8,8
48257,488709,8,8
48258,489513,8,8
48259,490441,8,8
48260,490639,8,8
48261,491541,8,8
48262,492345,8,8
48263,493149,8,8
48264,493486,8,8
48265,493709,8,8
48266,494513,8,8
48267,495415,8,8
48268,495678,8,8
48269,496580,8,8
48270,496780,8,8
48271,497682,8,8
48272,497988,8,8
48273,498171,8,8
48274,499099,8,8
48275,499303,8,8
48276,499506,8,8
48277,499667,8,8
48278,499911,8,8
48279,500813,8,8
48280,501715,8,8
48281,501902,8,8
48282,502804,8,8
48283,503732,8,8
48284,504032,8,8
48285,504221,8,8
48286,505123,8,8
48287,505482,8,8
48288,505747,8,8
48289,506072,8,8
48290,507000,8,8
48291,507928,8,8
48292,508732,8,8
48293,508971,8,8
48294,509899,8,8
48295,510171,8,8
48296,510333,8,8
48297,511261,8,8
